Id	OrderNumber	Status	WarehouseId	CommentId	PartId	ReportedQuantity	PlannedQuantity	RestQuantity	InitialFinishDate	StartDate	FinishDate	OrderTypeId	OrderQuantityId	Priority	CustomerOrderId	ProjectId	CategoryString	VariantCode	CustomerId	ClearedStatus	OnPriorityPlan	PartConfigurationId
834727395715388643	1	6	1	NULL	825083061321509589	763.000000	762.000000	0.000000	2021-12-27 23:00:00	2021-12-26 23:00:00	2022-01-24 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
834728714270604605	2	6	1	NULL	825083335125691444	600.000000	600.000000	0.000000	2021-12-27 23:00:00	2021-11-28 23:00:00	2021-12-27 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
834756169818995334	3	6	1	NULL	825083061321509618	220.000000	220.000000	0.000000	2022-01-13 23:00:00	2019-09-22 22:00:00	2022-01-13 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
834758242140869408	5	6	1	NULL	825083025888006753	40.000000	40.000000	0.000000	2022-01-13 23:00:00	2022-01-12 23:00:00	2022-01-13 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
834760203867139250	7	6	1	NULL	825083048436607447	1460.000000	1460.000000	0.000000	2022-01-30 23:00:00	2022-01-19 23:00:00	2022-02-08 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836600781021444492	4	9	1	NULL	825083241710127079	500.000000	500.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836601254541584608	6	9	1	NULL	825083241710127082	73.000000	73.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836601967506133302	8	9	1	NULL	825083240636385075	67.000000	67.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836602317545968454	9	9	1	NULL	825083240636385222	94.000000	94.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836602632152326111	10	9	1	NULL	825083262111226561	39.000000	39.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836603679050593843	11	9	1	NULL	825083262111226580	9.000000	9.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836604208405314841	12	9	1	NULL	825083234193933424	17.000000	17.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836604599247339519	13	9	1	NULL	825082996896980225	50.000000	50.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836605022301613732	14	6	1	NULL	825083222382773106	0.000000	21.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836606589964661398	16	9	1	NULL	825083285733544056	1.000000	1.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836606899202549029	17	9	1	NULL	825083286807285994	20.000000	20.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836607603577172114	18	9	1	NULL	825083284659802177	2.000000	2.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836607679812842166	19	9	1	NULL	825083283586060675	1.000000	1.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836607933215914008	20	6	1	NULL	825083197686713600	0.000000	4.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836608051327515526	21	9	1	NULL	825083196612971875	3.000000	3.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836608101793382265	22	9	1	NULL	825083111787374301	19.000000	19.000000	0.000000	2022-01-02 23:00:00	2021-11-11 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836608248896005058	24	6	1	NULL	825083297544705296	0.000000	98.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836608612894486187	25	9	1	NULL	825083269627419667	65.000000	65.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836609186272585733	26	9	1	NULL	825083293249737342	4.000000	4.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836609475109123097	27	9	1	NULL	825083294323479100	30.000000	30.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836609828370184242	28	9	1	NULL	825083296470963538	1.000000	1.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836609922859465587	29	9	1	NULL	825083294323479081	1.000000	1.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836610004463837744	30	6	1	NULL	825083320093304966	12.000000	12.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836610087141960262	31	6	1	NULL	825083320093304973	52.000000	52.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836611083574367507	32	9	1	NULL	825083285733544134	1.000000	1.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836611326240020537	33	9	1	NULL	825083285733544134	1.000000	1.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836611674132372651	34	9	1	NULL	825083198760455483	4.000000	4.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836611771842871701	35	9	1	NULL	825083198760455476	6.000000	6.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836612736063205377	37	9	1	NULL	825083221309031256	8.000000	8.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836612813372617752	38	9	1	NULL	825083220235288727	15.000000	15.000000	0.000000	2022-01-02 23:00:00	2021-12-28 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836612888534546276	39	6	1	NULL	825083283586060704	10.000000	10.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836612940074154302	40	6	1	NULL	825083283586060704	1.000000	1.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836613745380510655	41	6	1	NULL	825083413508849567	565.000000	565.000000	0.000000	2022-01-02 23:00:00	2021-12-27 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836613901073076009	42	6	1	NULL	825083413508849577	400.000000	400.000000	0.000000	2022-01-02 23:00:00	2021-12-28 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836614486262362542	43	6	1	NULL	825083413508849219	100.000000	100.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836614666650989613	44	6	1	NULL	825083410287623955	231.000000	231.000000	0.000000	2022-01-02 23:00:00	2021-12-29 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836614965151217897	46	6	1	NULL	825083255668775075	988.000000	988.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836615054271789641	47	6	1	NULL	825083256742517594	0.000000	1000.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836631841149762004	48	9	1	NULL	825083256742517601	25.000000	25.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836632588473997071	49	6	1	NULL	825083320093304976	29.000000	29.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836642711712111325	50	6	1	NULL	825083235267675153	200.000000	200.000000	0.000000	2022-02-02 23:00:00	2021-12-21 23:00:00	2022-01-27 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836643768274060626	51	6	1	NULL	825083264258710195	1000.000000	750.000000	0.000000	2022-01-04 23:00:00	2022-01-02 23:00:00	2022-01-04 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836647938687293767	52	6	1	NULL	825083005486915411	3028.000000	3000.000000	0.000000	2022-01-04 23:00:00	2021-12-28 23:00:00	2022-01-04 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836650132341833219	54	9	1	NULL	825083256742517594	1000.000000	1000.000000	0.000000	2022-01-09 23:00:00	2022-01-09 23:00:00	2022-01-09 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836650132341833313	53	6	1	NULL	825083256742517591	500.000000	500.000000	0.000000	2022-01-11 23:00:00	2022-01-09 23:00:00	2022-01-11 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836652965946489264	55	6	1	NULL	825083113934862598	1.000000	1.000000	0.000000	2022-01-03 23:00:00	2022-01-02 23:00:00	2022-01-03 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836652968093973008	56	9	1	NULL	825083183728069005	2.000000	2.000000	0.000000	2022-01-04 23:00:00	2022-01-02 23:00:00	2022-01-04 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836652969167714950	57	6	1	NULL	825083301839672377	1337.000000	1337.000000	0.000000	2022-02-07 23:00:00	2022-01-02 23:00:00	2022-02-07 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836654053646949869	59	6	1	NULL	825083199834197395	10.000000	10.000000	0.000000	2022-01-11 23:00:00	2022-01-11 23:00:00	2022-01-11 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836655624531223763	60	6	1	NULL	825083059174025853	150.000000	150.000000	0.000000	2022-01-13 23:00:00	2022-01-06 23:00:00	2022-01-13 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836655801698625228	61	6	1	NULL	825083069911444617	35.000000	35.000000	0.000000	2022-01-13 23:00:00	2022-01-09 23:00:00	2022-01-16 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836660680781676686	62	6	1	NULL	825083412435107819	250.000000	250.000000	0.000000	2022-01-06 23:00:00	2022-01-02 23:00:00	2022-01-06 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836888385989270987	63	6	1	NULL	825083009781882452	1164.000000	1200.000000	0.000000	2022-02-08 23:00:00	2022-02-03 23:00:00	2022-02-08 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836888387063013060	66	6	1	NULL	825083076353896060	200.000000	200.000000	0.000000	2022-01-10 23:00:00	2022-01-06 23:00:00	2022-01-16 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836888387063013085	65	6	1	NULL	825083044141618895	150.000000	150.000000	0.000000	2022-01-02 23:00:00	2022-01-09 23:00:00	2022-01-09 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
